Colliding Links,Joint Angles
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_6'), ('j2s7s300_link_4', 'j2s7s300_link_7'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.8548899154590771, 1.7209041691919102, -0.8943069007828127, 4.865545039147837, -0.7814578597106102, 5.042643172441963, -0.4723235929634251, 0.21913711129754357, 0.624176005305171, 0.6053285592124438, 1.2425094023882952, 0.8873352624655678, 0.9760445839944738]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.35119009245624144, 3.2016833902026436, -0.23103848481172473, 3.239636758278604, -0.2118903371228974, 1.3389758982202202, -0.958204424725984, 0.903823126291958, 0.90196571336393, 0.11876093962474248, 0.8682439673128028, 0.14754027074579987, 0.672844116659713]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.20459987789342238, 3.701552934440422, -0.7908147608507875, 3.1882706669839873, -0.29373304001053147, 2.884232149431324, -0.8235769196975945, 0.6568250116130957, 0.06958490230285097, 0.39389053027765775, 1.710679121683125, 0.27817112755695683, 0.8435422089361295]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.8335395771623709, 3.060067692726608, -0.9638586191184884, 4.450033400125284, -0.2630706832170787, 1.585543453548068, -0.27784818478212014, 1.1663363152417179, 0.17107853162475695, 1.2802422432011904, 1.5655910738256436, 0.06839830795549656, 0.3921412348347182]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.18297712453853077, 3.076199742606045, -0.8624602492292082, 1.111890352704624, -0.19961389638476867, 2.64996567676346, -0.7507929507683108, 0.13445709904298656, 1.7223195243920302, 0.267152079177612, 0.2655657362353747, 1.1004146500777527, 0.6000935732349357]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.2770391859567891, 1.6645426560297847, -0.4712706324146455, 2.494007346582998, -0.13146006321638626, 4.07856886255345, -0.3469146941214054, 1.3693834791955586, 1.2282374907523395, 0.18950753048311259, 0.5332307731500783, 0.18598815409618907, 1.6770606029219783]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_1', 'j2s7s300_link_7'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_2', 'j2s7s300_link_5'), ('j2s7s300_link_2', 'j2s7s300_link_6'), ('j2s7s300_link_2', 'j2s7s300_link_7'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_finger_3'), ('j2s7s300_link_base', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.6552835624565964, 2.675554461179904, -0.8121951815355671, 5.647623079864278, -0.16157163971641664, 2.64878690682451, -0.23035449969203148, 1.3952170190975064, 0.6208730337708384, 0.7459629962150239, 0.20960772813379225, 0.09136938194817414, 0.09889278493705267]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.561586335298893, 4.452171961258529, -0.6847160389897221, 4.223667062085193, -0.18723656590917004, 2.195969444042232, -0.9206093007085588, 0.09054778954277404, 1.7677037697656948, 0.12373454310541324, 0.5999635572404884, 0.5120969798391549, 1.0841133462500028]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_end_effector'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_1', 'j2s7s300_link_7'), ('j2s7s300_link_1', 'j2s7s300_link_finger_1'), ('j2s7s300_link_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_2', 'j2s7s300_link_5'), ('j2s7s300_link_2', 'j2s7s300_link_6'), ('j2s7s300_link_2', 'j2s7s300_link_7'), ('j2s7s300_link_2', 'j2s7s300_link_finger_1'), ('j2s7s300_link_2', 'j2s7s300_link_finger_2'), ('j2s7s300_link_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_finger_2'), ('j2s7s300_link_base', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.3463930110349752, 3.350189946212255, -0.5100904910624253, 5.757837300180078, -0.4239789031008079, 1.8229131344612057, -0.4563673223486442, 0.024527562935198043, 1.1448805018014312, 0.44501387913854895, 0.9964829249975484, 1.299143561825608, 1.4068694223979863]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_3'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_2', 'j2s7s300_link_4'), ('j2s7s300_link_2', 'j2s7s300_link_5'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_3', 'j2s7s300_link_5'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.5910003697427517, 4.2874041384571475, -0.5880501883419278, 5.65059850061963, -0.05650857895619321, 4.202071562953508, -0.7467393163949695, 0.7503731185435407, 0.309915996078477, 0.15042092708611227, 0.900528351060321, 1.3459623203060325, 0.9849241079632687]"
"(('j2s7s300_end_effector', 'j2s7s300_link_finger_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_2'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_end_effector', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_1', 'j2s7s300_link_2'), ('j2s7s300_link_2', 'j2s7s300_link_3'), ('j2s7s300_link_3', 'j2s7s300_link_4'), ('j2s7s300_link_4', 'j2s7s300_link_5'), ('j2s7s300_link_5', 'j2s7s300_link_6'), ('j2s7s300_link_5', 'j2s7s300_link_7'), ('j2s7s300_link_6', 'j2s7s300_link_7'), ('j2s7s300_link_7', 'j2s7s300_link_finger_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_3'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_7', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_base', 'j2s7s300_link_1'), ('j2s7s300_link_base', 'j2s7s300_link_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_1'), ('j2s7s300_link_finger_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_2', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_3', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_2'), ('j2s7s300_link_finger_tip_1', 'j2s7s300_link_finger_tip_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_3'), ('j2s7s300_link_finger_tip_2', 'j2s7s300_link_finger_tip_3'))","[-0.6131601803795256, 4.181719304030788, -0.9954999995071444, 4.900772577755438, -0.7106493185464384, 1.5678365607166942, -0.22311527465796654, 1.3124537295279637, 1.0871140317814987, 0.6761609015533006, 1.7117299408152122, 0.17679470590841773, 0.03771018254653513]"
